name,files,tags,Icarus,UhdmVerilator,tree_sitter_verilog,Slang,Yosys,moore_parse,UhdmYosys,moore,Sv2v_zachjs,Odin,Verilator,Surelog,Verible,sv_parser
asicworld_code_hdl_models_d_ff_gates,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_d_ff_gates.v,yosys,True,,True,True,True,False,True,False,True,True,True,True,True,True
asicworld_code_hdl_models_cam,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_cam.v,yosys,True,,True,True,True,True,False,False,True,False,True,True,True,True
asicworld_code_tidbits_fsm_using_single_always,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_tidbits_fsm_using_single_always.v,yosys,True,,True,False,True,True,True,False,True,True,True,True,True,True
simple_always01,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/always01.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
simple_forloops,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/forloops.v,yosys,True,,True,True,True,True,False,True,True,False,True,True,True,True
asicworld_code_verilog_tutorial_always_example,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_always_example.v,yosys,True,,True,True,True,True,True,True,True,True,True,True,True,True
asicworld_code_tidbits_wire_example,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_tidbits_wire_example.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
asicworld_code_hdl_models_parallel_crc,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_parallel_crc.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
asicworld_code_verilog_tutorial_first_counter,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_first_counter.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
asicworld_code_verilog_tutorial_comment,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_comment.v,yosys,True,,True,True,True,True,True,True,True,True,True,True,True,True
asicworld_code_hdl_models_arbiter,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_arbiter.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
memories_amber23_sram_byte_en,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/memories/amber23_sram_byte_en.v,yosys,True,,False,True,True,True,False,True,True,False,True,True,True,True
asicworld_code_hdl_models_tff_async_reset,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_tff_async_reset.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
memories_simple_sram_byte_en,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/memories/simple_sram_byte_en.v,yosys,True,,True,True,True,True,False,True,True,False,True,True,True,True
asicworld_code_verilog_tutorial_counter,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_counter.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
asicworld_code_tidbits_reg_seq_example,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_tidbits_reg_seq_example.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
simple_attrib01_module,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/attrib01_module.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
sva_basic00,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/sva/basic00.sv,yosys,False,,False,True,False,True,True,True,True,False,False,True,True,True
asicworld_code_verilog_tutorial_escape_id,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_escape_id.v,yosys,True,,True,True,True,True,False,True,True,False,True,True,True,True
asicworld_code_verilog_tutorial_parallel_if,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_parallel_if.v,yosys,True,,True,True,True,True,True,True,True,True,True,True,True,True
simple_attrib09_case,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/attrib09_case.v,yosys,True,,True,True,True,True,True,False,True,False,True,True,True,True
simple_mem_arst,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/mem_arst.v,yosys,True,,True,True,True,True,False,True,False,False,True,True,True,True
errors_syntax_err02,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/errors/syntax_err02.v,yosys,True,,True,True,True,False,True,False,True,True,True,True,False,True
simple_omsp_dbg_uart,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/omsp_dbg_uart.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
simple_graphtest,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/graphtest.v,yosys,True,,True,True,True,True,False,False,True,True,True,True,True,True
simple_macros,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/macros.v,yosys,True,,False,True,True,True,False,False,True,False,True,True,True,False
asicworld_code_hdl_models_parity_using_assign,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_parity_using_assign.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
asicworld_code_hdl_models_encoder_using_case,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_encoder_using_case.v,yosys,True,,True,True,True,True,True,False,True,False,True,True,True,True
asicworld_code_verilog_tutorial_decoder,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_decoder.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
asicworld_code_verilog_tutorial_good_code,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_good_code.v,yosys,True,,True,True,True,True,True,True,True,True,True,True,True,True
sva_sva_throughout,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/sva/sva_throughout.sv,yosys,False,,True,False,False,False,True,False,False,False,False,True,True,True
asicworld_code_tidbits_fsm_using_function,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_tidbits_fsm_using_function.v,yosys,True,,True,False,True,True,False,False,True,False,True,True,True,True
asicworld_code_hdl_models_tff_sync_reset,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_tff_sync_reset.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
simple_always02,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/always02.v,yosys,True,,True,True,True,True,True,False,True,False,True,True,True,True
memories_issue00710,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/memories/issue00710.v,yosys,True,,True,True,True,True,True,True,True,False,True,True,True,True
asicworld_code_hdl_models_up_down_counter,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_up_down_counter.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
asicworld_code_verilog_tutorial_tri_buf,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_tri_buf.v,yosys,True,,True,True,True,True,False,False,True,True,True,True,True,True
simple_generate,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/generate.v,yosys,True,,False,True,True,False,False,False,True,False,True,True,True,True
asicworld_code_hdl_models_encoder_4to2_gates,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_encoder_4to2_gates.v,yosys,True,,True,True,True,False,True,False,True,True,True,True,True,True
simple_attrib03_parameter,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/attrib03_parameter.v,yosys,True,,True,True,True,True,True,False,True,False,True,True,True,True
asicworld_code_hdl_models_up_counter_load,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_up_counter_load.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
simple_realexpr,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/realexpr.v,yosys,True,,True,True,True,False,False,False,True,False,True,True,True,True
asicworld_code_hdl_models_rom_using_case,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_rom_using_case.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
sva_basic03,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/sva/basic03.sv,yosys,False,,True,True,False,True,True,True,True,False,False,True,True,True
asicworld_code_verilog_tutorial_simple_if,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_simple_if.v,yosys,True,,True,True,True,True,True,True,True,True,True,True,True,True
simple_forgen02,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/forgen02.v,yosys,True,,True,True,True,True,False,False,True,False,True,True,True,True
simple_undef_eqx_nex,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/undef_eqx_nex.v,yosys,True,,True,True,True,True,False,False,True,True,True,True,True,True
memories_read_two_mux,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/memories/read_two_mux.v,yosys,True,,True,True,True,True,True,True,True,False,True,True,True,True
asicworld_code_hdl_models_mux_using_if,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_mux_using_if.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
errors_syntax_err08,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/errors/syntax_err08.v,yosys,True,,True,True,True,True,True,True,True,True,True,True,True,True
asicworld_code_verilog_tutorial_d_ff,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_d_ff.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
simple_always03,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/always03.v,yosys,True,,True,True,True,True,True,False,True,False,True,True,True,True
simple_rotate,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/rotate.v,yosys,True,,False,True,True,True,False,False,True,False,True,True,True,True
sva_basic01,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/sva/basic01.sv,yosys,False,,True,True,False,True,True,True,True,False,False,True,True,True
asicworld_code_verilog_tutorial_n_out_primitive,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_n_out_primitive.v,yosys,True,,True,True,True,False,True,False,True,False,False,True,True,True
simple_fiedler-cooley,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/fiedler-cooley.v,yosys,True,,True,True,True,True,False,False,True,False,True,True,True,True
asicworld_code_tidbits_asyn_reset,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_tidbits_asyn_reset.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
memories_issue00335,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/memories/issue00335.v,yosys,True,,True,False,True,True,False,False,True,False,True,True,True,True
simple_attrib04_net_var,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/attrib04_net_var.v,yosys,True,,True,True,True,True,True,False,True,False,True,True,True,True
simple_sincos,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/sincos.v,yosys,True,,True,True,True,True,False,False,True,False,True,True,True,True
simple_dynslice,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/dynslice.v,yosys,True,,True,True,True,True,False,True,True,False,True,True,True,True
simple_signedexpr,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/signedexpr.v,yosys,True,,True,True,True,True,True,False,True,False,True,True,True,True
asicworld_code_hdl_models_GrayCounter,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_GrayCounter.v,yosys,True,,False,True,True,True,True,True,True,False,True,True,True,True
asicworld_code_hdl_models_pri_encoder_using_assign,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_pri_encoder_using_assign.v,yosys,True,,True,True,True,True,False,False,True,True,True,True,True,True
asicworld_code_verilog_tutorial_mux_21,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_mux_21.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
asicworld_code_verilog_tutorial_which_clock,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_verilog_tutorial_which_clock.v,yosys,True,,True,True,True,True,True,False,True,True,True,True,True,True
errors_syntax_err05,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/errors/syntax_err05.v,yosys,False,,False,False,True,False,True,False,False,True,True,True,False,True
simple_aes_kexp128,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/aes_kexp128.v,yosys,True,,True,True,True,True,True,False,True,False,True,True,True,True
sva_basic02,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/sva/basic02.sv,yosys,False,,False,False,False,False,True,False,False,False,False,True,True,True
asicworld_code_hdl_models_d_latch_gates,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/asicworld/code_hdl_models_d_latch_gates.v,yosys,True,,True,True,True,False,True,False,True,True,True,True,True,True
simple_scopes,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/simple/scopes.v,yosys,True,,False,True,True,True,False,False,True,False,True,True,True,True
sva_basic04,/tmpfs/src/github/sv-tests/third_party/tools/yosys/tests/sva/basic04.sv,yosys,False,,False,False,False,False,True,False,False,False,False,True,True,True
equality_operator_sim_8,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_8.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,False,True,True,True
equality_operator_sim_3,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_3.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,True,True,True,True
equality_operator_sim_16,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_16.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,True,True,True,True
equality_operator_sim_5,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_5.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,True,True,True,True
equality_operator_sim_22,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_22.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,True,True,True,True
equality_operator_sim_14,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_14.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,True,True,True,True
equality_operator_sim_0,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_0.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,False,True,True,True
equality_operator_sim_7,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_7.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,True,True,True,True
equality_operator_sim_6,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_6.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,False,True,True,True
equality_operator_sim_10,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_10.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,True,True,True,True
equality_operator_sim_9,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_9.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,True,True,True,True
equality_operator_sim_13,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_13.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,True,True,True,True
equality_operator_sim_24,/tmpfs/src/github/sv-tests/tests/generated/equality_operators_sim/11.4.5--equality_operator_24.sv,11.4.5,True,False,False,True,False,True,False,True,True,True,False,True,True,True
